query_gene	BiGG_gene	score	gene	protein	reaction	model
	iCN718.ABAYE_RS14990		G_ABAYE_RS14990	P_ABAYE_RS14990	R_TRE6PS	iCN718
	iCN718.ABAYE_RS14985		G_ABAYE_RS14985	P_ABAYE_RS14985	R_TRE6PP	iCN718
	iCN718.ABAYE_RS04780		G_ABAYE_RS04780	P_ABAYE_RS04780	R_FDH	iCN718
	iCN718.ABAYE_RS00960		G_ABAYE_RS00960	P_ABAYE_RS00960	R_PGLYCP	iCN718
	iCN718.ABAYE_RS14895		G_ABAYE_RS14895	P_ABAYE_RS14895	R_PGLYCP	iCN718
	iCN718.ABAYE_RS16760		G_ABAYE_RS16760	P_ABAYE_RS16760	R_PGLYCP	iCN718
	iCN718.ABAYE_RS17405		G_ABAYE_RS17405	P_ABAYE_RS17405	R_PGLYCP	iCN718
	iCN718.ABAYE_RS19015		G_ABAYE_RS19015	P_ABAYE_RS19015	R_PGLYCP	iCN718
	iCN718.ABAYE_RS09240		G_ABAYE_RS09240	P_ABAYE_RS09240	R_TRSARr	iCN718
	iCN718.ABAYE_RS09240		G_ABAYE_RS09240	P_ABAYE_RS09240	R_TRSARyr	iCN718
	iCN718.ABAYE_RS00990		G_ABAYE_RS00990	P_ABAYE_RS00990	R_GF6PTA	iCN718
	iCN718.ABAYE_RS14760		G_ABAYE_RS14760	P_ABAYE_RS14760	R_MALDDH	iCN718
	iCN718.ABAYE_RS15900		G_ABAYE_RS15900	P_ABAYE_RS15900	R_HPYRI	iCN718
	iCN718.ABAYE_RS18815		G_ABAYE_RS18815	P_ABAYE_RS18815	R_MCITS	iCN718
	iCN718.ABAYE_RS18820		G_ABAYE_RS18820	P_ABAYE_RS18820	R_MCITL2	iCN718
	iCN718.ABAYE_RS09025		G_ABAYE_RS09025	P_ABAYE_RS09025	R_ACLDC	iCN718
	iCN718.ABAYE_RS01360		G_ABAYE_RS01360	P_ABAYE_RS01360	R_PGAMT	iCN718
	iCN718.ABAYE_RS06820		G_ABAYE_RS06820	P_ABAYE_RS06820	R_GLUPRT	iCN718
	iCN718.ABAYE_RS07670		G_ABAYE_RS07670	P_ABAYE_RS07670+ABAYE_RS07675	R_ETHAAL	iCN718
	iCN718.ABAYE_RS07675		G_ABAYE_RS07675	P_ABAYE_RS07670+ABAYE_RS07675	R_ETHAAL	iCN718
	iCN718.ABAYE_RS09245		G_ABAYE_RS09245	P_ABAYE_RS09245	R_PRPPS	iCN718
	iCN718.ABAYE_RS14860		G_ABAYE_RS14860	P_ABAYE_RS14860	R_PRPPS	iCN718
	iCN718.ABAYE_RS02945		G_ABAYE_RS02945	P_ABAYE_RS02945	R_PPCOAC	iCN718
	iCN718.ABAYE_RS04165		G_ABAYE_RS04165	P_ABAYE_RS04165	R_DMATT	iCN718
	iCN718.ABAYE_RS04165		G_ABAYE_RS04165	P_ABAYE_RS04165	R_GRTT	iCN718
	iCN718.ABAYE_RS01570		G_ABAYE_RS01570	P_ABAYE_RS01570	R_SSALx	iCN718
	iCN718.ABAYE_RS01570		G_ABAYE_RS01570	P_ABAYE_RS01570	R_SSALy	iCN718
	iCN718.ABAYE_RS11770		G_ABAYE_RS11770	P_ABAYE_RS11770	R_SSALx	iCN718
	iCN718.ABAYE_RS11770		G_ABAYE_RS11770	P_ABAYE_RS11770	R_SSALy	iCN718
	iCN718.ABAYE_RS14730		G_ABAYE_RS14730	P_ABAYE_RS14730	R_SSALx	iCN718
	iCN718.ABAYE_RS14730		G_ABAYE_RS14730	P_ABAYE_RS14730	R_SSALy	iCN718
	iCN718.ABAYE_RS02420		G_ABAYE_RS02420	P_ABAYE_RS02420	R_DXPS	iCN718
	iCN718.ABAYE_RS07455		G_ABAYE_RS07455	P_ABAYE_RS07455	R_HACD1	iCN718
	iCN718.ABAYE_RS07455		G_ABAYE_RS07455	P_ABAYE_RS07455	R_HACD9	iCN718
	iCN718.ABAYE_RS12385		G_ABAYE_RS12385	P_ABAYE_RS12385	R_HACD1	iCN718
	iCN718.ABAYE_RS12385		G_ABAYE_RS12385	P_ABAYE_RS12385	R_HACD9	iCN718
	iCN718.ABAYE_RS17245		G_ABAYE_RS17245	P_ABAYE_RS17245	R_HACD1	iCN718
	iCN718.ABAYE_RS17245		G_ABAYE_RS17245	P_ABAYE_RS17245	R_HACD9	iCN718
	iCN718.ABAYE_RS17245		G_ABAYE_RS17245	P_ABAYE_RS17245	R_HBCE	iCN718
	iCN718.ABAYE_RS17245		G_ABAYE_RS17245	P_ABAYE_RS17245	R_HMGL_2	iCN718
	iCN718.ABAYE_RS17245		G_ABAYE_RS17245	P_ABAYE_RS17245	R_HPHL	iCN718
	iCN718.ABAYE_RS07250		G_ABAYE_RS07250	P_ABAYE_RS07250	R_PPRGL	iCN718
	iCN718.ABAYE_RS08245		G_ABAYE_RS08245	P_ABAYE_RS08245	R_DXPRIi	iCN718
	iCN718.ABAYE_RS01565		G_ABAYE_RS01565	P_ABAYE_RS01565	R_ABTA	iCN718
	iCN718.ABAYE_RS05065		G_ABAYE_RS05065	P_ABAYE_RS05065	R_PRFGS	iCN718
	iCN718.ABAYE_RS04955		G_ABAYE_RS04955	P_ABAYE_RS04955	R_GARFT	iCN718
	iCN718.ABAYE_RS04955		G_ABAYE_RS04955	P_ABAYE_RS04955	R_FGFT	iCN718
	iCN718.ABAYE_RS11070		G_ABAYE_RS11070	P_ABAYE_RS11070	R_GARFT	iCN718
	iCN718.ABAYE_RS11070		G_ABAYE_RS11070	P_ABAYE_RS11070	R_FGFT	iCN718
	iCN718.ABAYE_RS11070		G_ABAYE_RS11070	P_ABAYE_RS11070	R_GART	iCN718
	iCN718.ABAYE_RS04960		G_ABAYE_RS04960	P_ABAYE_RS04960	R_PRFGCL	iCN718
	iCN718.ABAYE_RS08685		G_ABAYE_RS08685	P_ABAYE_RS08685	R_MEPCT	iCN718
	iCN718.ABAYE_RS00840		G_ABAYE_RS00840	P_ABAYE_RS00840	R_PRASCSi	iCN718
	iCN718.ABAYE_RS09790		G_ABAYE_RS09790	P_ABAYE_RS09790	R_BDH	iCN718
	iCN718.ABAYE_RS08190		G_ABAYE_RS08190	P_ABAYE_RS08190	R_MECDPS	iCN718
	iCN718.ABAYE_RS16240		G_ABAYE_RS16240	P_ABAYE_RS16240	R_MECDPDH2	iCN718
	iCN718.ABAYE_RS11660		G_ABAYE_RS11660	P_ABAYE_RS11660	R_HBCO_nadp	iCN718
	iCN718.ABAYE_RS11940		G_ABAYE_RS11940	P_ABAYE_RS11940	R_HBCO_nadp	iCN718
	iCN718.ABAYE_RS04775		G_ABAYE_RS04775	P_ABAYE_RS04775	R_GLYCK	iCN718
	iCN718.ABAYE_RS04620		G_ABAYE_RS04620	P_ABAYE_RS04620	R_GLYK	iCN718
	iCN718.ABAYE_RS09960		G_ABAYE_RS09960	P_ABAYE_RS09960	R_BTDD_RR	iCN718
	iCN718.ABAYE_RS19205		G_ABAYE_RS19205	P_ABAYE_RS19205+ABAYE_RS19210	R_AIRC1	iCN718
	iCN718.ABAYE_RS19210		G_ABAYE_RS19210	P_ABAYE_RS19205+ABAYE_RS19210	R_AIRC1	iCN718
	iCN718.ABAYE_RS05650		G_ABAYE_RS05650	P_ABAYE_RS05650	R_ADSL1r	iCN718
	iCN718.ABAYE_RS05650		G_ABAYE_RS05650	P_ABAYE_RS05650	R_ADSL2r	iCN718
	iCN718.ABAYE_RS06545		G_ABAYE_RS06545	P_ABAYE_RS06545	R_G3PD2	iCN718
	iCN718.ABAYE_RS06545		G_ABAYE_RS06545	P_ABAYE_RS06545	R_G3PD1ir	iCN718
	iCN718.ABAYE_RS07255		G_ABAYE_RS07255	P_ABAYE_RS07255	R_IMPC	iCN718
	iCN718.ABAYE_RS07255		G_ABAYE_RS07255	P_ABAYE_RS07255	R_AICART	iCN718
	iCN718.ABAYE_RS12990		G_ABAYE_RS12990	P_ABAYE_RS12990	R_ADSS	iCN718
	iCN718.ABAYE_RS01355		G_ABAYE_RS01355	P_ABAYE_RS01355	R_IMPD	iCN718
	iCN718.ABAYE_RS04625		G_ABAYE_RS04625	P_ABAYE_RS04625	R_G3PD5	iCN718
	iCN718.ABAYE_RS04625		G_ABAYE_RS04625	P_ABAYE_RS04625	R_G3PD6	iCN718
	iCN718.ABAYE_RS04625		G_ABAYE_RS04625	P_ABAYE_RS04625	R_G3PD4	iCN718
	iCN718.ABAYE_RS09965		G_ABAYE_RS09965	P_ABAYE_RS09965	R_ACTD	iCN718
	iCN718.ABAYE_RS09965		G_ABAYE_RS09965	P_ABAYE_RS09965	R_ACTDa	iCN718
	iCN718.ABAYE_RS02090		G_ABAYE_RS02090	P_ABAYE_RS02090	R_GK2	iCN718
	iCN718.ABAYE_RS02090		G_ABAYE_RS02090	P_ABAYE_RS02090	R_DGK1	iCN718
	iCN718.ABAYE_RS07665		G_ABAYE_RS07665	P_ABAYE_RS07665	R_GMPS2	iCN718
	iCN718.ABAYE_RS18570		G_ABAYE_RS18570	P_ABAYE_RS18570	R_GMPS2	iCN718
	iCN718.ABAYE_RS13035		G_ABAYE_RS13035	P_ABAYE_RS13035	R_ADA	iCN718
	iCN718.ABAYE_RS13035		G_ABAYE_RS13035	P_ABAYE_RS13035	R_DADA	iCN718
	iCN718.ABAYE_RS15440		G_ABAYE_RS15440	P_ABAYE_RS15440	R_ADA	iCN718
	iCN718.ABAYE_RS15440		G_ABAYE_RS15440	P_ABAYE_RS15440	R_DADA	iCN718
	iCN718.ABAYE_RS16260		G_ABAYE_RS16260	P_ABAYE_RS16260	R_NDPK4	iCN718
	iCN718.ABAYE_RS16260		G_ABAYE_RS16260	P_ABAYE_RS16260	R_NDPK8	iCN718
	iCN718.ABAYE_RS16260		G_ABAYE_RS16260	P_ABAYE_RS16260	R_NDPK1	iCN718
	iCN718.ABAYE_RS16260		G_ABAYE_RS16260	P_ABAYE_RS16260	R_NDPK5	iCN718
	iCN718.ABAYE_RS16260		G_ABAYE_RS16260	P_ABAYE_RS16260	R_NDPK9	iCN718
	iCN718.ABAYE_RS16260		G_ABAYE_RS16260	P_ABAYE_RS16260	R_NDPK10	iCN718
	iCN718.ABAYE_RS16260		G_ABAYE_RS16260	P_ABAYE_RS16260	R_NDPK2	iCN718
	iCN718.ABAYE_RS16260		G_ABAYE_RS16260	P_ABAYE_RS16260	R_NDPK3	iCN718
	iCN718.ABAYE_RS16260		G_ABAYE_RS16260	P_ABAYE_RS16260	R_NDPK6	iCN718
	iCN718.ABAYE_RS16260		G_ABAYE_RS16260	P_ABAYE_RS16260	R_NDPK7	iCN718
	iCN718.ABAYE_RS09810		G_ABAYE_RS09810	P_ABAYE_RS09810+ABAYE_RS09815	R_OCOAT1	iCN718
	iCN718.ABAYE_RS09815		G_ABAYE_RS09815	P_ABAYE_RS09810+ABAYE_RS09815	R_OCOAT1	iCN718
	iCN718.ABAYE_RS04660		G_ABAYE_RS04660	P_ABAYE_RS04660	R_DAGK160	iCN718
	iCN718.ABAYE_RS06910		G_ABAYE_RS06910	P_ABAYE_RS06910	R_MMSAD3	iCN718
	iCN718.ABAYE_RS06910		G_ABAYE_RS06910	P_ABAYE_RS06910	R_PPNDH2	iCN718
	iCN718.ABAYE_RS06910		G_ABAYE_RS06910	P_ABAYE_RS06910	R_MMTSAO	iCN718
	iCN718.ABAYE_RS18710		G_ABAYE_RS18710	P_ABAYE_RS18710	R_MMSAD3	iCN718
	iCN718.ABAYE_RS18710		G_ABAYE_RS18710	P_ABAYE_RS18710	R_PPNDH2	iCN718
	iCN718.ABAYE_RS18710		G_ABAYE_RS18710	P_ABAYE_RS18710	R_MMTSAO	iCN718
	iCN718.ABAYE_RS05690		G_ABAYE_RS05690	P_ABAYE_RS05690	R_NTD11	iCN718
	iCN718.ABAYE_RS05690		G_ABAYE_RS05690	P_ABAYE_RS05690	R_NTD7	iCN718
	iCN718.ABAYE_RS05690		G_ABAYE_RS05690	P_ABAYE_RS05690	R_NTD2	iCN718
	iCN718.ABAYE_RS05690		G_ABAYE_RS05690	P_ABAYE_RS05690	R_NTD4	iCN718
	iCN718.ABAYE_RS05690		G_ABAYE_RS05690	P_ABAYE_RS05690	R_NTD3	iCN718
	iCN718.ABAYE_RS05690		G_ABAYE_RS05690	P_ABAYE_RS05690	R_NTD5	iCN718
	iCN718.ABAYE_RS05690		G_ABAYE_RS05690	P_ABAYE_RS05690	R_NMNHYD	iCN718
	iCN718.ABAYE_RS05690		G_ABAYE_RS05690	P_ABAYE_RS05690	R_NTD10	iCN718
	iCN718.ABAYE_RS05690		G_ABAYE_RS05690	P_ABAYE_RS05690	R_NTD9	iCN718
	iCN718.ABAYE_RS05690		G_ABAYE_RS05690	P_ABAYE_RS05690	R_NTD6	iCN718
	iCN718.ABAYE_RS05690		G_ABAYE_RS05690	P_ABAYE_RS05690	R_NTD8	iCN718
	iCN718.ABAYE_RS05690		G_ABAYE_RS05690	P_ABAYE_RS05690	R_NT5C	iCN718
	iCN718.ABAYE_RS09695		G_ABAYE_RS09695	P_ABAYE_RS09695	R_NTD11	iCN718
	iCN718.ABAYE_RS09695		G_ABAYE_RS09695	P_ABAYE_RS09695	R_NTD7	iCN718
	iCN718.ABAYE_RS09695		G_ABAYE_RS09695	P_ABAYE_RS09695	R_NTD2	iCN718
	iCN718.ABAYE_RS09695		G_ABAYE_RS09695	P_ABAYE_RS09695	R_NTD4	iCN718
	iCN718.ABAYE_RS09695		G_ABAYE_RS09695	P_ABAYE_RS09695	R_NTD3	iCN718
	iCN718.ABAYE_RS09695		G_ABAYE_RS09695	P_ABAYE_RS09695	R_NTD5	iCN718
	iCN718.ABAYE_RS09695		G_ABAYE_RS09695	P_ABAYE_RS09695	R_NMNHYD	iCN718
	iCN718.ABAYE_RS09695		G_ABAYE_RS09695	P_ABAYE_RS09695	R_NTD10	iCN718
	iCN718.ABAYE_RS09695		G_ABAYE_RS09695	P_ABAYE_RS09695	R_NTD9	iCN718
	iCN718.ABAYE_RS09695		G_ABAYE_RS09695	P_ABAYE_RS09695	R_NTD6	iCN718
	iCN718.ABAYE_RS09695		G_ABAYE_RS09695	P_ABAYE_RS09695	R_NTD8	iCN718
	iCN718.ABAYE_RS09695		G_ABAYE_RS09695	P_ABAYE_RS09695	R_NT5C	iCN718
	iCN718.ABAYE_RS10415		G_ABAYE_RS10415	P_ABAYE_RS10415	R_BPNT	iCN718
	iCN718.ABAYE_RS03565		G_ABAYE_RS03565	P_ABAYE_RS03565	R_GPDDA2	iCN718
	iCN718.ABAYE_RS03565		G_ABAYE_RS03565	P_ABAYE_RS03565	R_GPDDA1	iCN718
	iCN718.ABAYE_RS04670		G_ABAYE_RS04670	P_ABAYE_RS04670	R_GPDDA2	iCN718
	iCN718.ABAYE_RS04670		G_ABAYE_RS04670	P_ABAYE_RS04670	R_GPDDA1	iCN718
	iCN718.ABAYE_RS08240		G_ABAYE_RS08240	P_ABAYE_RS08240	R_DASYN160	iCN718
	iCN718.ABAYE_RS19265		G_ABAYE_RS19265	P_ABAYE_RS19265	R_HXPRT	iCN718
	iCN718.ABAYE_RS19265		G_ABAYE_RS19265	P_ABAYE_RS19265	R_XPPT	iCN718
	iCN718.ABAYE_RS19265		G_ABAYE_RS19265	P_ABAYE_RS19265	R_ADPT	iCN718
	iCN718.ABAYE_RS15855		G_ABAYE_RS15855	P_ABAYE_RS15855	R_NTPP8	iCN718
	iCN718.ABAYE_RS15855		G_ABAYE_RS15855	P_ABAYE_RS15855	R_DUTPDP	iCN718
	iCN718.ABAYE_RS15855		G_ABAYE_RS15855	P_ABAYE_RS15855	R_NTPP10	iCN718
	iCN718.ABAYE_RS15855		G_ABAYE_RS15855	P_ABAYE_RS15855	R_NTPP2	iCN718
	iCN718.ABAYE_RS15855		G_ABAYE_RS15855	P_ABAYE_RS15855	R_NTPP9	iCN718
	iCN718.ABAYE_RS15855		G_ABAYE_RS15855	P_ABAYE_RS15855	R_NTPP11	iCN718
	iCN718.ABAYE_RS15855		G_ABAYE_RS15855	P_ABAYE_RS15855	R_NTPP1	iCN718
	iCN718.ABAYE_RS15285		G_ABAYE_RS15285	P_ABAYE_RS15285+ABAYE_RS15295	R_RNDR4	iCN718
	iCN718.ABAYE_RS15285		G_ABAYE_RS15285	P_ABAYE_RS15285+ABAYE_RS15295	R_RNDR2	iCN718
	iCN718.ABAYE_RS15285		G_ABAYE_RS15285	P_ABAYE_RS15285+ABAYE_RS15295	R_RNDR3	iCN718
	iCN718.ABAYE_RS15285		G_ABAYE_RS15285	P_ABAYE_RS15285+ABAYE_RS15295	R_RNDR1	iCN718
	iCN718.ABAYE_RS15295		G_ABAYE_RS15295	P_ABAYE_RS15285+ABAYE_RS15295	R_RNDR4	iCN718
	iCN718.ABAYE_RS15295		G_ABAYE_RS15295	P_ABAYE_RS15285+ABAYE_RS15295	R_RNDR2	iCN718
	iCN718.ABAYE_RS15295		G_ABAYE_RS15295	P_ABAYE_RS15285+ABAYE_RS15295	R_RNDR3	iCN718
	iCN718.ABAYE_RS15295		G_ABAYE_RS15295	P_ABAYE_RS15285+ABAYE_RS15295	R_RNDR1	iCN718
	iCN718.ABAYE_RS01925		G_ABAYE_RS01925	P_ABAYE_RS01925	R_GLUTRS	iCN718
	iCN718.ABAYE_RS17215		G_ABAYE_RS17215	P_ABAYE_RS17215	R_PGSA160	iCN718
	iCN718.ABAYE_RS05060		G_ABAYE_RS05060	P_ABAYE_RS05060	R_NTPTP1	iCN718
	iCN718.ABAYE_RS15865		G_ABAYE_RS15865	P_ABAYE_RS15865	R_GTPDPK	iCN718
	iCN718.ABAYE_RS02080		G_ABAYE_RS02080	P_ABAYE_RS02080	R_PPGPPDP	iCN718
	iCN718.ABAYE_RS13825		G_ABAYE_RS13825	P_ABAYE_RS13825	R_DADK	iCN718
	iCN718.ABAYE_RS13825		G_ABAYE_RS13825	P_ABAYE_RS13825	R_ADK1	iCN718
	iCN718.ABAYE_RS05175		G_ABAYE_RS05175	P_ABAYE_RS05175	R_URIDK2r	iCN718
	iCN718.ABAYE_RS05175		G_ABAYE_RS05175	P_ABAYE_RS05175	R_DTMPK	iCN718
	iCN718.ABAYE_RS10535		G_ABAYE_RS10535	P_ABAYE_RS10535	R_CYTK1	iCN718
	iCN718.ABAYE_RS10535		G_ABAYE_RS10535	P_ABAYE_RS10535	R_CYTK2	iCN718
	iCN718.ABAYE_RS10535		G_ABAYE_RS10535	P_ABAYE_RS10535	R_UMPK	iCN718
	iCN718.ABAYE_RS17510		G_ABAYE_RS17510	P_ABAYE_RS17510	R_ADPRDP	iCN718
	iCN718.ABAYE_RS03000		G_ABAYE_RS03000	P_ABAYE_RS03000	R_AP4AH	iCN718
	iCN718.ABAYE_RS01170		G_ABAYE_RS01170	P_ABAYE_RS01170	R_UGLYCH	iCN718
	iCN718.ABAYE_RS15080		G_ABAYE_RS15080	P_ABAYE_RS15080	R_DCTPD	iCN718
	iCN718.ABAYE_RS15080		G_ABAYE_RS15080	P_ABAYE_RS15080	R_DCTPD2	iCN718
	iCN718.ABAYE_RS15190		G_ABAYE_RS15190	P_ABAYE_RS15190	R_UPPRT	iCN718
	iCN718.ABAYE_RS14635		G_ABAYE_RS14635	P_ABAYE_RS14635	R_TRDR	iCN718
	iCN718.ABAYE_RS18170		G_ABAYE_RS18170	P_ABAYE_RS18170	R_TRDR	iCN718
	iCN718.ABAYE_RS07615		G_ABAYE_RS07615	P_ABAYE_RS07615	R_PSUDS	iCN718
	iCN718.ABAYE_RS08225		G_ABAYE_RS08225	P_ABAYE_RS08225	R_UMPK	iCN718
	iCN718.ABAYE_RS14580		G_ABAYE_RS14580	P_ABAYE_RS14580	R_DUTPDP	iCN718
	iCN718.ABAYE_RS06010		G_ABAYE_RS06010	P_ABAYE_RS06010+ABAYE_RS06015	R_HXAND	iCN718
	iCN718.ABAYE_RS06010		G_ABAYE_RS06010	P_ABAYE_RS06010+ABAYE_RS06015	R_XAND	iCN718
	iCN718.ABAYE_RS06015		G_ABAYE_RS06015	P_ABAYE_RS06010+ABAYE_RS06015	R_HXAND	iCN718
	iCN718.ABAYE_RS06015		G_ABAYE_RS06015	P_ABAYE_RS06010+ABAYE_RS06015	R_XAND	iCN718
	iCN718.ABAYE_RS14145		G_ABAYE_RS14145	P_ABAYE_RS14145	R_ACHBS	iCN718
	iCN718.ABAYE_RS14145		G_ABAYE_RS14145	P_ABAYE_RS14145	R_HBCHLR	iCN718
	iCN718.ABAYE_RS14145		G_ABAYE_RS14145	P_ABAYE_RS14145	R_ACLSb	iCN718
	iCN718.ABAYE_RS14145		G_ABAYE_RS14145	P_ABAYE_RS14145	R_ACLS	iCN718
	iCN718.ABAYE_RS16135		G_ABAYE_RS16135	P_ABAYE_RS16135+ABAYE_RS16140	R_ACHBS	iCN718
	iCN718.ABAYE_RS16135		G_ABAYE_RS16135	P_ABAYE_RS16135	R_HBCHLR	iCN718
	iCN718.ABAYE_RS16135		G_ABAYE_RS16135	P_ABAYE_RS16135	R_ACLSb	iCN718
	iCN718.ABAYE_RS16135		G_ABAYE_RS16135	P_ABAYE_RS16135+ABAYE_RS16140	R_ACLS	iCN718
	iCN718.ABAYE_RS16140		G_ABAYE_RS16140	P_ABAYE_RS16135+ABAYE_RS16140	R_ACHBS	iCN718
	iCN718.ABAYE_RS16140		G_ABAYE_RS16140	P_ABAYE_RS16140	R_HBCHLR	iCN718
	iCN718.ABAYE_RS16140		G_ABAYE_RS16140	P_ABAYE_RS16140	R_ACLSb	iCN718
	iCN718.ABAYE_RS16140		G_ABAYE_RS16140	P_ABAYE_RS16135+ABAYE_RS16140	R_ACLS	iCN718
	iCN718.ABAYE_RS12080		G_ABAYE_RS12080	P_ABAYE_RS12080	R_GUAD	iCN718
	iCN718.ABAYE_RS19255		G_ABAYE_RS19255	P_ABAYE_RS19255	R_GUAD	iCN718
	iCN718.ABAYE_RS06065		G_ABAYE_RS06065	P_ABAYE_RS06065	R_GLNS	iCN718
	iCN718.ABAYE_RS07520		G_ABAYE_RS07520	P_ABAYE_RS07520	R_GLNS	iCN718
	iCN718.ABAYE_RS04530		G_ABAYE_RS04530	P_ABAYE_RS04530+ABAYE_RS04535	R_CBPS	iCN718
	iCN718.ABAYE_RS04535		G_ABAYE_RS04535	P_ABAYE_RS04530+ABAYE_RS04535	R_CBPS	iCN718
	iCN718.ABAYE_RS05185		G_ABAYE_RS05185	P_ABAYE_RS05185	R_ASPO1	iCN718
	iCN718.ABAYE_RS05185		G_ABAYE_RS05185	P_ABAYE_RS05185	R_ASPO5	iCN718
	iCN718.ABAYE_RS05185		G_ABAYE_RS05185	P_ABAYE_RS05185	R_ASPO6	iCN718
	iCN718.ABAYE_RS05270		G_ABAYE_RS05270	P_ABAYE_RS05270	R_EHGLAT	iCN718
	iCN718.ABAYE_RS05270		G_ABAYE_RS05270	P_ABAYE_RS05270	R_ASPTA	iCN718
	iCN718.ABAYE_RS05270		G_ABAYE_RS05270	P_ABAYE_RS05270	R_PHETA1	iCN718
	iCN718.ABAYE_RS05270		G_ABAYE_RS05270	P_ABAYE_RS05270	R_TYRTA	iCN718
	iCN718.ABAYE_RS05270		G_ABAYE_RS05270	P_ABAYE_RS05270	R_ASPA2	iCN718
	iCN718.ABAYE_RS05270		G_ABAYE_RS05270	P_ABAYE_RS05270	R_CYSTA	iCN718
	iCN718.ABAYE_RS05270		G_ABAYE_RS05270	P_ABAYE_RS05270	R_TYRTAi	iCN718
	iCN718.ABAYE_RS11115		G_ABAYE_RS11115	P_ABAYE_RS11115	R_GLUN	iCN718
	iCN718.ABAYE_RS11115		G_ABAYE_RS11115	P_ABAYE_RS11115	R_ASNN	iCN718
	iCN718.ABAYE_RS14125		G_ABAYE_RS14125	P_ABAYE_RS14125	R_GLUN	iCN718
	iCN718.ABAYE_RS05590		G_ABAYE_RS05590	P_ABAYE_RS05590	R_AIRCr	iCN718
	iCN718.ABAYE_RS12925		G_ABAYE_RS12925	P_ABAYE_RS12925	R_ASPCT	iCN718
	iCN718.ABAYE_RS06810		G_ABAYE_RS06810	P_ABAYE_RS06810	R_DHORD2	iCN718
	iCN718.ABAYE_RS06810		G_ABAYE_RS06810	P_ABAYE_RS06810	R_DHORD5	iCN718
	iCN718.ABAYE_RS01255		G_ABAYE_RS01255	P_ABAYE_RS01255	R_ORPT	iCN718
	iCN718.ABAYE_RS10515		G_ABAYE_RS10515	P_ABAYE_RS10515	R_OMPDC	iCN718
	iCN718.ABAYE_RS16655		G_ABAYE_RS16655	P_ABAYE_RS16655	R_ASNN	iCN718
	iCN718.ABAYE_RS07190		G_ABAYE_RS07190	P_ABAYE_RS07190	R_ASPR	iCN718
	iCN718.ABAYE_RS13010		G_ABAYE_RS13010	P_ABAYE_RS13010	R_ASPK	iCN718
	iCN718.ABAYE_RS08660		G_ABAYE_RS08660	P_ABAYE_RS08660	R_CTPS1	iCN718
	iCN718.ABAYE_RS08660		G_ABAYE_RS08660	P_ABAYE_RS08660	R_CTPS2	iCN718
	iCN718.ABAYE_RS16640		G_ABAYE_RS16640	P_ABAYE_RS16640	R_ASAD	iCN718
	iCN718.ABAYE_RS01740		G_ABAYE_RS01740	P_ABAYE_RS01740	R_HSK	iCN718
	iCN718.ABAYE_RS17570		G_ABAYE_RS17570	P_ABAYE_RS17570	R_THRS	iCN718
	iCN718.ABAYE_RS17570		G_ABAYE_RS17570	P_ABAYE_RS17570	R_4HTHRS	iCN718
	iCN718.ABAYE_RS02190		G_ABAYE_RS02190	P_ABAYE_RS02190	R_PGCD	iCN718
	iCN718.ABAYE_RS04015		G_ABAYE_RS04015	P_ABAYE_RS04015	R_SERD_L	iCN718
	iCN718.ABAYE_RS04015		G_ABAYE_RS04015	P_ABAYE_RS04015	R_THRD_L	iCN718
	iCN718.ABAYE_RS05860		G_ABAYE_RS05860	P_ABAYE_RS05860	R_SERD_L	iCN718
	iCN718.ABAYE_RS05860		G_ABAYE_RS05860	P_ABAYE_RS05860	R_THRD_L	iCN718
	iCN718.ABAYE_RS08570		G_ABAYE_RS08570	P_ABAYE_RS08570	R_SERD_L	iCN718
	iCN718.ABAYE_RS08570		G_ABAYE_RS08570	P_ABAYE_RS08570	R_THRD_L	iCN718
	iCN718.ABAYE_RS11985		G_ABAYE_RS11985	P_ABAYE_RS11985	R_SERD_L	iCN718
	iCN718.ABAYE_RS05605		G_ABAYE_RS05605	P_ABAYE_RS05605	R_INDPYRD	iCN718
	iCN718.ABAYE_RS05605		G_ABAYE_RS05605	P_ABAYE_RS05605	R_PDC	iCN718
	iCN718.ABAYE_RS05605		G_ABAYE_RS05605	P_ABAYE_RS05605	R_ACLSb	iCN718
	iCN718.ABAYE_RS00930		G_ABAYE_RS00930	P_ABAYE_RS00930	R_URCN	iCN718
	iCN718.ABAYE_RS00945		G_ABAYE_RS00945	P_ABAYE_RS00945	R_IZPN	iCN718
	iCN718.ABAYE_RS00895		G_ABAYE_RS00895	P_ABAYE_RS00895	R_FUMAC	iCN718
	iCN718.ABAYE_RS05585		G_ABAYE_RS05585	P_ABAYE_RS05585	R_DABAAT	iCN718
	iCN718.ABAYE_RS14065		G_ABAYE_RS14065	P_ABAYE_RS14065	R_SERD_D	iCN718
	iCN718.ABAYE_RS05790		G_ABAYE_RS05790	P_ABAYE_RS05790	R_BETALDHx	iCN718
	iCN718.ABAYE_RS14295		G_ABAYE_RS14295	P_ABAYE_RS14295	R_BETALDHx	iCN718
	iCN718.ABAYE_RS02540		G_ABAYE_RS02540	P_ABAYE_RS02540	R_CYSTL	iCN718
	iCN718.ABAYE_RS02540		G_ABAYE_RS02540	P_ABAYE_RS02540	R_CYSDS	iCN718
	iCN718.ABAYE_RS14075		G_ABAYE_RS14075	P_ABAYE_RS14075	R_METS	iCN718
