protein	reaction	model	GPR	score
P_100762575	R_ACGAMPM	iCHOv1		0.0
P_100762580+100762641+100764811+100766007	R_PDE4	iCHOv1		0.0
P_100762635	R_AACTOOR	iCHOv1		0.0
P_100762635	R_PEAMNO	iCHOv1		0.0
P_100762635	R_TRYPTAOX	iCHOv1		0.0
P_100762692	R_H2Ot	iCHOv1		0.0
P_100762692	R_UREAt	iCHOv1		0.0
P_100762871	R_ALAt4	iCHOv1		0.0
P_100762871	R_ASNt4	iCHOv1		0.0
P_100762871	R_GLYt4	iCHOv1		0.0
P_100762894	R_FACOAL160	iCHOv1		0.0
P_100762894	R_FACOAL161	iCHOv1		0.0
P_100762894	R_FACOAL180	iCHOv1		0.0
P_100762894	R_FACOAL181	iCHOv1		0.0
P_100762894	R_FACOAL1812	iCHOv1		0.0
P_100762894	R_FACOAL1821	iCHOv1		0.0
P_100762904	R_ACCOAC	iCHOv1		0.0
P_100762910	R_PDE1	iCHOv1		0.0
P_100762910	R_PDE4	iCHOv1		0.0
P_100762926	R_AACTOOR	iCHOv1		0.0
P_100762926	R_PEAMNO	iCHOv1		0.0
P_100762944	R_BUP2	iCHOv1		0.0
P_100762944	R_UPPN	iCHOv1		0.0
P_100762945	R_NDPK1	iCHOv1		0.0
P_100762945	R_NDPK10	iCHOv1		0.0
P_100762945	R_NDPK2	iCHOv1		0.0
P_100762945	R_NDPK3	iCHOv1		0.0
P_100762945	R_NDPK4	iCHOv1		0.0
P_100762945	R_NDPK5	iCHOv1		0.0
P_100762945	R_NDPK6	iCHOv1		0.0
P_100762945	R_NDPK7	iCHOv1		0.0
P_100762945	R_NDPK8	iCHOv1		0.0
P_100762945	R_NDPK9	iCHOv1		0.0
P_100763110	R_HEX1	iCHOv1		0.0
P_100763110	R_HEX4	iCHOv1		0.0
P_100763110	R_HEX7	iCHOv1		0.0
P_100763112	R_MI1PP	iCHOv1		0.0
P_100763112	R_MI3PP	iCHOv1		0.0
P_100763147	R_HMGL	iCHOv1		0.0
P_100763307	R_NDPK1	iCHOv1		0.0
P_100763307	R_NDPK10	iCHOv1		0.0
P_100763307	R_NDPK2	iCHOv1		0.0
P_100763307	R_NDPK3	iCHOv1		0.0
P_100763307	R_NDPK4	iCHOv1		0.0
P_100763307	R_NDPK5	iCHOv1		0.0
P_100763307	R_NDPK6	iCHOv1		0.0
P_100763307	R_NDPK7	iCHOv1		0.0
P_100763307	R_NDPK8	iCHOv1		0.0
P_100763307	R_NDPK9	iCHOv1		0.0
P_100763332	R_4HALDD	iCHOv1		0.0
P_100763332	R_ALDD19xr	iCHOv1		0.0
P_100763332	R_ALDD2x	iCHOv1		0.0
P_100763332	R_ALDD2y	iCHOv1		0.0
P_100763332	R_GCALDD	iCHOv1		0.0
P_100763332	R_LCADi	iCHOv1		0.0
P_100763416	R_METS	iCHOv1		0.0
P_100763644	R_ACP1_FMN	iCHOv1		0.0
P_100763658	R_ILETA	iCHOv1		0.0
P_100763658	R_LEUTA	iCHOv1		0.0
P_100763658	R_VALTA	iCHOv1		0.0
P_100763862	R_FTHFLi	iCHOv1		0.0
P_100763862	R_MTHFC	iCHOv1		0.0
P_100763862	R_MTHFD	iCHOv1		0.0
P_100763920	R_MCPST	iCHOv1		0.0
P_100763954	R_PEAMNO	iCHOv1		0.0
P_100764066	R_CAATPS	iCHOv1		0.0
P_100764101	R_ALCD22_L	iCHOv1		0.0
P_100764101	R_LCARS	iCHOv1		0.0
P_100764163	R_GLNS	iCHOv1		0.0
P_100764266	R_LGTHL	iCHOv1		0.0
P_100764352	R_MDH	iCHOv1		0.0
P_100764380	R_UPPRT	iCHOv1		0.0
P_100764455	R_MACACI	iCHOv1		0.0
P_100764561	R_ADNCYC	iCHOv1		0.0
P_100764596	R_MAN6PI	iCHOv1		0.0
P_100764638	R_GTHPe	iCHOv1		0.0
P_100764721	R_HYPOE	iCHOv1		0.0
P_100764721	R_PDXPP	iCHOv1		0.0
P_100764721	R_PYDXPP	iCHOv1		0.0
P_100764868	R_CAATPS	iCHOv1		0.0
P_100764888	R_ADSELK	iCHOv1		0.0
P_100764888	R_ADSK	iCHOv1		0.0
P_100764888	R_SADT	iCHOv1		0.0
P_100764888	R_SELADT	iCHOv1		0.0
P_100765026	R_H2Ot	iCHOv1		0.0
P_100765051	R_RPI	iCHOv1		0.0
P_100765075	R_ARD	iCHOv1		0.0
P_100765091	R_SPODM	iCHOv1		0.0
P_100765169	R_DURAD	iCHOv1		0.0
P_100765169	R_DURAD2	iCHOv1		0.0
P_100765172	R_H2CO3D	iCHOv1		0.0
P_100765193	R_NTD1	iCHOv1		0.0
P_100765193	R_NTD10	iCHOv1		0.0
P_100765193	R_NTD11	iCHOv1		0.0
P_100765193	R_NTD12	iCHOv1		0.0
P_100765193	R_NTD2	iCHOv1		0.0
P_100765193	R_NTD3	iCHOv1		0.0
P_100765193	R_NTD5	iCHOv1		0.0
P_100765193	R_NTD6	iCHOv1		0.0
P_100765193	R_NTD7	iCHOv1		0.0
P_100765193	R_NTD8	iCHOv1		0.0
P_100765193	R_NTD9	iCHOv1		0.0
P_100765196	R_PMANM	iCHOv1		0.0
P_100765199	R_GND	iCHOv1		0.0
P_100765235	R_GTHPi	iCHOv1		0.0
P_100765276	R_MAN1PT2	iCHOv1		0.0
P_100765304	R_GMPR	iCHOv1		0.0
P_100765356	R_SERR	iCHOv1		0.0
P_100765413	R_HEX1	iCHOv1		0.0
P_100765413	R_HEX4	iCHOv1		0.0
P_100765413	R_HEX7	iCHOv1		0.0
P_100765436	R_PDE4	iCHOv1		0.0
P_100765605	R_DHAK	iCHOv1		0.0
P_100765627+100765914	R_NDPK1	iCHOv1		0.0
P_100765627+100765914	R_NDPK10	iCHOv1		0.0
P_100765627+100765914	R_NDPK2	iCHOv1		0.0
P_100765627+100765914	R_NDPK3	iCHOv1		0.0
P_100765627+100765914	R_NDPK4	iCHOv1		0.0
P_100765627+100765914	R_NDPK5	iCHOv1		0.0
P_100765627+100765914	R_NDPK6	iCHOv1		0.0
P_100765627+100765914	R_NDPK7	iCHOv1		0.0
P_100765627+100765914	R_NDPK8	iCHOv1		0.0
P_100765627+100765914	R_NDPK9	iCHOv1		0.0
P_100765665	R_ADPT	iCHOv1		0.0
P_100765703	R_HEX1	iCHOv1		0.0
P_100765703	R_HEX4	iCHOv1		0.0
P_100765703	R_HEX7	iCHOv1		0.0
P_100765707	R_ACODA	iCHOv1		0.0
P_100765715	R_GLYOX	iCHOv1		0.0
P_100765800	R_ABUTt2r	iCHOv1		0.0
P_100765800	R_ALAt2r	iCHOv1		0.0
P_100765800	R_DALAt2r	iCHOv1		0.0
P_100765800	R_GLYt2r	iCHOv1		0.0
P_100765800	R_PROt2r	iCHOv1		0.0
P_100765865	R_FACOAL160	iCHOv1		0.0
P_100765882	R_ASP1DC	iCHOv1		0.0
P_100765882	R_GLUDC	iCHOv1		0.0
P_100765901	R_HEX1	iCHOv1		0.0
P_100765901	R_HEX4	iCHOv1		0.0
P_100765901	R_HEX7	iCHOv1		0.0
P_100765916	R_MTRI	iCHOv1		0.0
P_100765958	R_ADNCYC	iCHOv1		0.0
P_100766024	R_ACONT	iCHOv1		0.0
P_100766079	R_GLYCK	iCHOv1		0.0
P_100766079	R_GLYCK2	iCHOv1		0.0
P_100766080	R_PGM	iCHOv1		0.0
P_100766080+100770062	R_PGM	iCHOv1		0.0
P_100766093	R_ABUTt2r	iCHOv1		0.0
P_100766093	R_ALAt2r	iCHOv1		0.0
P_100766093	R_DALAt2r	iCHOv1		0.0
P_100766093	R_GLYt2r	iCHOv1		0.0
P_100766093	R_PROt2r	iCHOv1		0.0
P_100766142	R_NAt3_1	iCHOv1		0.0
P_100766218	R_ACNML	iCHOv1		0.0
P_100766343	R_PPCDC	iCHOv1		0.0
P_100766541	R_DPMVD	iCHOv1		0.0
P_100766626	R_XAND	iCHOv1		0.0
P_100766724	R_PHEMEt	iCHOv1		0.0
P_100766785	R_ADADir	iCHOv1		0.0
P_100766785	R_DURIK1	iCHOv1		0.0
P_100766785	R_TMDK1	iCHOv1		0.0
P_100766810	R_GTHPe	iCHOv1		0.0
P_100767050	R_ADK1	iCHOv1		0.0
P_100767050	R_ADK3	iCHOv1		0.0
P_100767050	R_CYTK1	iCHOv1		0.0
P_100767050	R_CYTK2	iCHOv1		0.0
P_100767050	R_DADK	iCHOv1		0.0
P_100767050	R_NDPK1	iCHOv1		0.0
P_100767050	R_NDPK10	iCHOv1		0.0
P_100767050	R_NDPK3	iCHOv1		0.0
P_100767050	R_NDPK4	iCHOv1		0.0
P_100767050	R_NDPK5	iCHOv1		0.0
P_100767050	R_NDPK6	iCHOv1		0.0
P_100767050	R_NDPK7	iCHOv1		0.0
P_100767050	R_NDPK8	iCHOv1		0.0
P_100767050	R_NDPK9	iCHOv1		0.0
P_100767061	R_ALCD22_L	iCHOv1		0.0
P_100767061	R_ALCD2x	iCHOv1		0.0
P_100767061	R_LCARS	iCHOv1		0.0
P_100767083	R_ADSS	iCHOv1		0.0
P_100767141	R_PNTK	iCHOv1		0.0
P_100767191	R_GF6PTA	iCHOv1		0.0
P_100767272	R_ADNCYC	iCHOv1		0.0
P_100767281	R_GLCt2	iCHOv1		0.0
P_100767281	R_H2Ot	iCHOv1		0.0
P_100767281	R_NAt	iCHOv1		0.0
P_100767281	R_UREAt	iCHOv1		0.0
P_100767312	R_ENOPH	iCHOv1		0.0
P_100767338	R_TPI	iCHOv1		0.0
P_100767410	R_RBFK	iCHOv1		0.0
P_100767492	R_NMNS	iCHOv1		0.0
P_100767531	R_ADPRDP	iCHOv1		0.0
P_100767631	R_AHCi	iCHOv1		0.0
P_100767631	R_SEAHCYSHYD	iCHOv1		0.0
P_100767633	R_ALCD1	iCHOv1		0.0
P_100767633	R_ALCD22_L	iCHOv1		0.0
P_100767633	R_ALCD2x	iCHOv1		0.0
P_100767633	R_LCARS	iCHOv1		0.0
P_100767831	R_MI3PS	iCHOv1		0.0
P_100767862	R_GAPD	iCHOv1		0.0
P_100767893	R_PRPPS	iCHOv1		0.0
P_100767908	R_ME2	iCHOv1		0.0
P_100767929	R_ALCD22_L	iCHOv1		0.0
P_100767929	R_LALDO	iCHOv1		0.0
P_100767929	R_LCARS	iCHOv1		0.0
P_100768122	R_NTPP10	iCHOv1		0.0
P_100768122	R_NTPP11	iCHOv1		0.0
P_100768122	R_NTPP9	iCHOv1		0.0
P_100768154	R_UAGDP	iCHOv1		0.0
P_100768176	R_ALATA_L	iCHOv1		0.0
P_100768220	R_34HPPOR	iCHOv1		0.0
P_100768220	R_PPOR	iCHOv1		0.0
P_100768227	R_4HALDD	iCHOv1		0.0
P_100768227	R_ALDD19xr	iCHOv1		0.0
P_100768227	R_ALDD2x	iCHOv1		0.0
P_100768227	R_GCALDD	iCHOv1		0.0
P_100768227	R_LCADi	iCHOv1		0.0
P_100768229	R_NAt3_1	iCHOv1		0.0
P_100768367	R_ABUTD	iCHOv1		0.0
P_100768367	R_ALDD19xr	iCHOv1		0.0
P_100768367	R_ALDD2x	iCHOv1		0.0
P_100768367	R_GCALDD	iCHOv1		0.0
P_100768367	R_NABTNO	iCHOv1		0.0
P_100768368	R_ADNCYC	iCHOv1		0.0
P_100768396	R_PYDAMK	iCHOv1		0.0
P_100768396	R_PYDXK	iCHOv1		0.0
P_100768396	R_PYDXNK	iCHOv1		0.0
P_100768407	R_ACACt2	iCHOv1		0.0
P_100768407	R_ACt2r	iCHOv1		0.0
P_100768407	R_D_LACt2	iCHOv1		0.0
P_100768407	R_L_LACt2r	iCHOv1		0.0
P_100768407	R_PYRt2	iCHOv1		0.0
P_100768444	R_TMDPK	iCHOv1		0.0
P_100768567	R_H2Ot	iCHOv1		0.0
P_100768592+100772754	R_DPPS	iCHOv1		0.0
P_100768654	R_ABUTD	iCHOv1		0.0
P_100768654	R_ALDD19xr	iCHOv1		0.0
P_100768654	R_ALDD2x	iCHOv1		0.0
P_100768654	R_GCALDD	iCHOv1		0.0
P_100768654	R_NABTNO	iCHOv1		0.0
P_100768699+100772822	R_GUACYC	iCHOv1		0.0
P_100768750	R_H2CO3D	iCHOv1		0.0
P_100768771	R_PNTK	iCHOv1		0.0
P_100768798	R_PNTK	iCHOv1		0.0
P_100768928	R_NTD1	iCHOv1		0.0
P_100768928	R_NTD2	iCHOv1		0.0
P_100768928	R_NTD3	iCHOv1		0.0
P_100768928	R_NTD4	iCHOv1		0.0
P_100768928	R_NTD5	iCHOv1		0.0
P_100768948	R_SERD_L	iCHOv1		0.0
P_100768948	R_THRD_L	iCHOv1		0.0
P_100768962	R_PPNCL3	iCHOv1		0.0
P_100768978	R_NDP3	iCHOv1		0.0
P_100768978	R_NDP7	iCHOv1		0.0
P_100768978	R_NTP10	iCHOv1		0.0
P_100768998	R_ADNCYC	iCHOv1		0.0
P_100769158	R_ALAt4	iCHOv1		0.0
P_100769158	R_ASNt4	iCHOv1		0.0
P_100769158	R_GLYt4	iCHOv1		0.0
P_100769185	R_PPA	iCHOv1		0.0
P_100769224	R_SERD_L	iCHOv1		0.0
P_100769224	R_THRD_L	iCHOv1		0.0
P_100769238+100772822	R_GUACYC	iCHOv1		0.0
P_100769511	R_ALAt4	iCHOv1		0.0
P_100769511	R_ASNt4	iCHOv1		0.0
P_100769511	R_GLYt4	iCHOv1		0.0
P_100769511	R_PROt4	iCHOv1		0.0
P_100769555	R_THRA	iCHOv1		0.0
P_100769710	R_LDH_D	iCHOv1		0.0
P_100769768	R_GUAPRT	iCHOv1		0.0
P_100769768	R_HXPRT	iCHOv1		0.0
P_100769795	R_ALAt4	iCHOv1		0.0
P_100769795	R_ASNt4	iCHOv1		0.0
P_100769795	R_GLYt4	iCHOv1		0.0
P_100769795	R_PROt4	iCHOv1		0.0
P_100769832	R_NTPP3	iCHOv1		0.0
P_100769832	R_NTPP5	iCHOv1		0.0
P_100769832	R_NTPP7	iCHOv1		0.0
P_100769849	R_H2CO3D	iCHOv1		0.0
P_100769849	R_HCO3E	iCHOv1		0.0
P_100769981	R_NAt3_1	iCHOv1		0.0
P_100770033	R_MALT	iCHOv1		0.0
P_100770033	R_MLTG1	iCHOv1		0.0
P_100770052	R_PGLYCP	iCHOv1		0.0
P_100770062	R_PGM	iCHOv1		0.0
P_100770084	R_GLYK	iCHOv1		0.0
P_100770310	R_FE3t	iCHOv1		0.0
P_100770327	R_PDE1	iCHOv1		0.0
P_100770342	R_H2Ot	iCHOv1		0.0
P_100770347	R_GLXO1	iCHOv1		0.0
P_100770347	R_HPYRRx	iCHOv1		0.0
P_100770347	R_LDH_L	iCHOv1		0.0
P_100770439	R_DGK1	iCHOv1		0.0
P_100770439	R_GK1	iCHOv1		0.0
P_100770498	R_ADNCYC	iCHOv1		0.0
P_100770570	R_XYLt	iCHOv1		0.0
P_100770695	R_CHOLK	iCHOv1		0.0
P_100770821	R_LDH_L	iCHOv1		0.0
P_100771169	R_ENO	iCHOv1		0.0
P_100771188	R_GTHPi	iCHOv1		0.0
P_100771350	R_UAGDP	iCHOv1		0.0
P_100771382	R_PEAMNO	iCHOv1		0.0
P_100771382	R_TRYPTAOX	iCHOv1		0.0
P_100771407	R_NADS2	iCHOv1		0.0
P_100771562	R_PIt7	iCHOv1		0.0
P_100771587	R_ALKP	iCHOv1		0.0
P_100771594	R_TRDR	iCHOv1		0.0
P_100771604	R_PPA	iCHOv1		0.0
P_100771717	R_FBA	iCHOv1		0.0
P_100771717	R_FBA2	iCHOv1		0.0
P_100771752	R_AATA	iCHOv1		0.0
P_100771829	R_ARGt5r	iCHOv1		0.0
P_100771829	R_LYSt5r	iCHOv1		0.0
P_100771829	R_ORNt	iCHOv1		0.0
P_100771907	R_AGDC	iCHOv1		0.0
P_100771949	R_H2CO3D	iCHOv1		0.0
P_100771949	R_HCO3E	iCHOv1		0.0
P_100772070	R_NTD7	iCHOv1		0.0
P_100772118	R_ADPGLC	iCHOv1		0.0
P_100772118	R_ADPRDP	iCHOv1		0.0
P_100772122	R_ACACt2	iCHOv1		0.0
P_100772122	R_ACt2r	iCHOv1		0.0
P_100772122	R_D_LACt2	iCHOv1		0.0
P_100772122	R_L_LACt2r	iCHOv1		0.0
P_100772179	R_G3PD1ir	iCHOv1		0.0
P_100772187	R_CPPPGO	iCHOv1		0.0
P_100772205	R_HEX1	iCHOv1		0.0
P_100772205	R_HEX4	iCHOv1		0.0
P_100772205	R_HEX7	iCHOv1		0.0
P_100772227	R_H2CO3D	iCHOv1		0.0
P_100772227	R_HCO3E	iCHOv1		0.0
P_100772304	R_ALDD19xr	iCHOv1		0.0
P_100772304	R_ALDD2x	iCHOv1		0.0
P_100772304	R_ALDD2y	iCHOv1		0.0
P_100772304	R_GCALDD	iCHOv1		0.0
P_100772304	R_LCADi	iCHOv1		0.0
P_100772304	R_NABTNO	iCHOv1		0.0
P_100772356	R_GUACYC	iCHOv1		0.0
P_100772435	R_H2CO3D	iCHOv1		0.0
P_100772435	R_HCO3E	iCHOv1		0.0
P_100772462	R_TKT1	iCHOv1		0.0
P_100772462	R_TKT2	iCHOv1		0.0
P_100772527	R_GPDDA1	iCHOv1		0.0
P_100772598	R_GLYCt	iCHOv1		0.0
P_100772598	R_H2Ot	iCHOv1		0.0
P_100772598	R_UREAt	iCHOv1		0.0
P_100772617	R_ARGt5r	iCHOv1		0.0
P_100772617	R_LYSt5r	iCHOv1		0.0
P_100772617	R_ORNt	iCHOv1		0.0
P_100772931	R_GLYOX	iCHOv1		0.0
P_100773005	R_ALCD1	iCHOv1		0.0
P_100773005	R_ALCD22_L	iCHOv1		0.0
P_100773005	R_LCARS	iCHOv1		0.0
P_100773063	R_ASPO1	iCHOv1		0.0
P_100773080	R_GHMT2r	iCHOv1		0.0
P_100773218	R_FUM	iCHOv1		0.0
P_100773231	R_CO2t	iCHOv1		0.0
P_100773231	R_H2Ot	iCHOv1		0.0
P_100773264	R_FACOAL160	iCHOv1		0.0
P_100773264	R_FACOAL161	iCHOv1		0.0
P_100773264	R_FACOAL180	iCHOv1		0.0
P_100773264	R_FACOAL181	iCHOv1		0.0
P_100773264	R_FACOAL1812	iCHOv1		0.0
P_100773264	R_FACOAL1821	iCHOv1		0.0
P_100773325	R_ACITL	iCHOv1		0.0
P_100773335	R_RNMK	iCHOv1		0.0
P_100773344	R_H2Ot	iCHOv1		0.0
P_100773599	R_ACP1_FMN	iCHOv1		0.0
P_100773723	R_FACOAE180	iCHOv1		0.0
P_100773727	R_HOXG	iCHOv1		0.0
P_100773774	R_CAT	iCHOv1		0.0
P_100773795	R_UREAt	iCHOv1		0.0
P_100773811	R_ADNCYC	iCHOv1		0.0
P_100773901	R_PRO1x	iCHOv1		0.0
P_100773918	R_H2Ot	iCHOv1		0.0
P_100774015	R_TYRt	iCHOv1		0.0
P_100774029	R_FACOAL181	iCHOv1		0.0
P_100774029	R_FACOAL1812	iCHOv1		0.0
P_100774047	R_BPNT	iCHOv1		0.0
P_100774047	R_BPNT2	iCHOv1		0.0
P_100774058	R_TKT1	iCHOv1		0.0
P_100774058	R_TKT2	iCHOv1		0.0
P_100774089	R_UREAt	iCHOv1		0.0
P_100774101	R_CYTDt4	iCHOv1		0.0
P_100774101	R_THMDt4	iCHOv1		0.0
P_100774394	R_PGCD	iCHOv1		0.0
P_100774471	R_GLYt4	iCHOv1		0.0
P_100774549	R_H2CO3D	iCHOv1		0.0
P_100774549	R_HCO3E	iCHOv1		0.0
P_100774575	R_FMNAT	iCHOv1		0.0
P_100774576	R_ADK1	iCHOv1		0.0
P_100774584	R_PDE1	iCHOv1		0.0
P_100774584	R_PDE4	iCHOv1		0.0
P_100774587	R_GUACYC	iCHOv1		0.0
P_100774596	R_ADMDC	iCHOv1		0.0
P_100774660	R_PGL	iCHOv1		0.0
P_100774762	R_NDPK1	iCHOv1		0.0
P_100774762	R_NDPK10	iCHOv1		0.0
P_100774762	R_NDPK2	iCHOv1		0.0
P_100774762	R_NDPK3	iCHOv1		0.0
P_100774762	R_NDPK4	iCHOv1		0.0
P_100774762	R_NDPK5	iCHOv1		0.0
P_100774762	R_NDPK6	iCHOv1		0.0
P_100774762	R_NDPK7	iCHOv1		0.0
P_100774762	R_NDPK8	iCHOv1		0.0
P_100774762	R_NDPK9	iCHOv1		0.0
P_100774799	R_SFGTHi	iCHOv1		0.0
P_100774834	R_MDRPD	iCHOv1		0.0
P_100774844	R_H2CO3D	iCHOv1		0.0
P_100774844	R_HCO3E	iCHOv1		0.0
P_100774886	R_PDE1	iCHOv1		0.0
P_100774930	R_MTHFR3	iCHOv1		0.0
P_100774950	R_FACOAL160	iCHOv1		0.0
P_100774950	R_FACOAL181	iCHOv1		0.0
P_100774950	R_FACOAL1812	iCHOv1		0.0
P_100774969	R_PDE1	iCHOv1		0.0
P_100774969	R_PDE4	iCHOv1		0.0
P_100775004	R_ACACt2	iCHOv1		0.0
P_100775004	R_ACt2r	iCHOv1		0.0
P_100775004	R_BTNt2i	iCHOv1		0.0
P_100775004	R_D_LACt2	iCHOv1		0.0
P_100775004	R_L_LACt2r	iCHOv1		0.0
P_100775004	R_PYRt2	iCHOv1		0.0
P_100775064	R_PDE1	iCHOv1		0.0
P_100775064	R_PDE4	iCHOv1		0.0
P_10201	R_NDPK1	iAT_PLT_636		0.0
P_10201	R_NDPK2	iAT_PLT_636		0.0
P_10201	R_NDPK3	iAT_PLT_636		0.0
P_102448	R_XYLK	iMM1415		0.0
P_103149	R_BUP2	iMM1415		0.0
P_103149	R_UPPN	iMM1415		0.0
P_103158658	R_ADNCYC	iCHOv1		0.0
P_103159994	R_FBA2	iCHOv1		0.0
P_103160952	R_FBP	iCHOv1		0.0
P_103162985	R_ADNCYC	iCHOv1		0.0
P_10327	R_ALR2	iAT_PLT_636		0.0
P_10327	R_ALR3	iAT_PLT_636		0.0
P_10327	R_PPDOy	iAT_PLT_636		0.0
P_103711	R_PDX5POi	iMM1415		0.0
P_103711	R_PYAM5PO	iMM1415		0.0
P_10380	R_BPNT	iAT_PLT_636		0.0
P_103988	R_HEX1	iMM1415		0.0
P_103988	R_HEX4	iMM1415		0.0
P_103988	R_HEX7	iMM1415		0.0
P_104110	R_ADNCYC	iMM1415		0.0
P_104111	R_ADNCYC	iMM1415		0.0
P_104112	R_ACITL	iMM1415		0.0
P_105243	R_NAt3_1	iMM1415		0.0
P_105446	R_GMPR	iMM1415		0.0
P_105727	R_ALAt4	iMM1415		0.0
P_105727	R_ASNt4	iMM1415		0.0
P_105727	R_GLYt4	iMM1415		0.0
P_105727	R_PROt4	iMM1415		0.0
P_10606	R_AIRCr	iAT_PLT_636		0.0
P_10606	R_PRASCSi	iAT_PLT_636		0.0
P_106564	R_PPNCL3	iMM1415		0.0
P_107272	R_PSERT	iMM1415		0.0
P_107476	R_ACCOAC	iMM1415		0.0
P_107569	R_NTD2	iMM1415		0.0
P_107569	R_NTD4	iMM1415		0.0
P_107652	R_UAGDP	iMM1415		0.0
P_107747	R_FDH	iMM1415		0.0
P_107869	R_CYSTGL	iMM1415		0.0
P_107885	R_FTHFCL	iMM1415		0.0
P_108052	R_UREAt	iMM1415		0.0
P_108147	R_AICART	iMM1415		0.0
P_108147	R_IMPC	iMM1415		0.0
P_108156	R_FTHFLi	iMM1415		0.0
P_108156	R_MTHFC	iMM1415		0.0
P_108156	R_MTHFD	iMM1415		0.0
P_10846	R_PDE4	iAT_PLT_636		0.0
P_108645+232087	R_METAT	iMM1415		0.0
P_108682	R_ALATA_L	iMM1415		0.0
P_109	R_ADNCYC	iAT_PLT_636		0.0
P_109652	R_ACODA	iMM1415		0.0
P_109731	R_APRTO2	iMM1415		0.0
P_109731	R_PEAMNO	iMM1415		0.0
P_109731	R_TRYPTAOX	iMM1415		0.0
P_109785	R_ACGAMPM	iMM1415		0.0
P_109801	R_LGTHL	iMM1415		0.0
P_109900	R_ARGSL	iMM1415		0.0
P_110119	R_MAN6PI	iMM1415		0.0
P_110198	R_ALR2	iMM1415		0.0
P_110198	R_ALR3	iMM1415		0.0
P_110198	R_ARABR	iMM1415		0.0
P_110198	R_LALDO2x	iMM1415		0.0
P_110198	R_LCARR	iMM1415		0.0
P_110198	R_PPDOy	iMM1415		0.0
P_110208	R_GND	iMM1415		0.0
P_110385	R_PDE1	iMM1415		0.0
P_110639	R_PRPPS	iMM1415		0.0
P_110695	R_ALDD20x	iMM1415		0.0
P_110695	R_ALDD2x	iMM1415		0.0
P_110695	R_GCALDD	iMM1415		0.0
P_110695	R_LCADi	iMM1415		0.0
P_110695	R_NABTNO	iMM1415		0.0
P_110855	R_PDE4	iMM1415		0.0
P_110855+18582+18587+18588+225600	R_PDE4	iMM1415		0.0
P_110895	R_NAt3_1	iMM1415		0.0
P_111	R_ADNCYC	iAT_PLT_636		0.0
P_11164	R_ADPRDP	iAT_PLT_636		0.0
P_112	R_ADNCYC	iAT_PLT_636		0.0
P_113235	R_PHEMEt	iAT_PLT_636		0.0
P_11428	R_ACONT	iMM1415		0.0
P_114304	R_CYTDt4	iMM1415		0.0
P_114304	R_THMDt4	iMM1415		0.0
P_11431	R_ACP1_FMN	iMM1415		0.0
P_114479	R_NAt	iMM1415		0.0
P_114479	R_UREAt	iMM1415		0.0
P_114663	R_MI1PP	iMM1415		0.0
P_114663	R_MI3PP	iMM1415		0.0
P_11486	R_ADA	iMM1415		0.0
P_11486	R_DADA	iMM1415		0.0
P_114863	R_ALAR	iMM1415		0.0
P_11512	R_ADNCYC	iMM1415		0.0
P_11513	R_ADNCYC	iMM1415		0.0
P_11514	R_ADNCYC	iMM1415		0.0
P_11515	R_ADNCYC	iMM1415		0.0
P_11532	R_LALDO	iMM1415		0.0
P_11534	R_ADNK1	iMM1415		0.0
P_11564	R_ADSL1r	iMM1415		0.0
P_11564	R_ADSL2r	iMM1415		0.0
P_11565	R_ADSS	iMM1415		0.0
P_11566	R_ADSS	iMM1415		0.0
P_11628	R_CYTD	iMM1415		0.0
P_11628	R_DCYTD	iMM1415		0.0
P_11636	R_ADK1	iMM1415		0.0
P_11647	R_ALKP	iMM1415		0.0
P_11650	R_ALKP	iMM1415		0.0
P_11668	R_ALDD20x	iMM1415		0.0
P_11668	R_ALDD2x	iMM1415		0.0
P_11668	R_GCALDD	iMM1415		0.0
P_11668	R_LCADi	iMM1415		0.0
P_11668	R_NABTNO	iMM1415		0.0
P_11670	R_ALDD19xr	iMM1415		0.0
P_11670	R_ALDD2x	iMM1415		0.0
P_11670	R_ALDD2y	iMM1415		0.0
P_11670	R_GCALDD	iMM1415		0.0
P_11670	R_LCADi	iMM1415		0.0
P_11671	R_ALDD20x	iMM1415		0.0
P_11671	R_ALDD2x	iMM1415		0.0
P_11671	R_ALDD2y	iMM1415		0.0
P_11671	R_GCALDD	iMM1415		0.0
P_11671	R_LCADi	iMM1415		0.0
P_11671	R_NABTNO	iMM1415		0.0
P_11674	R_FBA	iMM1415		0.0
P_11674	R_FBA2	iMM1415		0.0
P_11676	R_FBA	iMM1415		0.0
P_11676	R_FBA2	iMM1415		0.0
P_11677	R_ALR2	iMM1415		0.0
P_11677	R_ALR3	iMM1415		0.0
P_11677	R_ARABR	iMM1415		0.0
P_11677	R_PPDOy	iMM1415		0.0
P_11702	R_ADMDC	iMM1415		0.0
P_11720	R_METAT	iMM1415		0.0
P_117247	R_PHEtec	iAT_PLT_636		0.0
P_117247	R_TYRt	iAT_PLT_636		0.0
P_11754	R_AACTOOR	iMM1415		0.0
P_11821	R_ADPT	iMM1415		0.0
P_11846	R_ARGN	iMM1415		0.0
P_11898	R_ARGSS	iMM1415		0.0
P_11941	R_CAATPS	iMM1415		0.0
P_11987	R_ALAt4	iMM1415		0.0
P_11987	R_ARGt5r	iMM1415		0.0
P_11987	R_LYSt5r	iMM1415		0.0
P_11987	R_ORNt	iMM1415		0.0
